Model,Ah,480,300,180,120,90,60,30,20,15,10,5,1,0.5,0.083,0.017
HC9P,9,1.09,1.73,2.84,4.17,5.45,7.68,11.7,13.9,15.8,17.9,22.2,30.6,35.6,45,47.4
HC12P,12,1.46,2.3,3.78,5.56,7.26,10.2,15.6,18.6,21,23.9,29.6,40.8,47.4,60,63.2
HC17P,17,2.06,3.26,5.36,7.87,10.3,14.5,22.1,26.3,29.8,33.9,41.9,57.8,67.2,85,89.5
HC21P,21,2.55,4.03,6.62,9.73,12.7,17.9,27.3,32.5,36.8,41.9,51.8,71.4,83,105,111
HC25P,25,3.03,4.8,7.88,11.6,15.1,21.3,32.5,38.7,43.8,49.8,61.7,85,98.8,125,132
HC29P,29,3.52,5.56,9.14,13.4,17.5,24.8,37.7,44.9,50.8,57.8,71.6,98.6,115,145,153
HC34P,34,4.12,6.52,10.7,15.7,20.6,29,44.2,52.6,59.6,67.8,83.9,116,134,170,179
HC40P,40,4.86,7.67,12.6,18.5,24.2,34.5,53.3,64,72.1,81.7,101,138,160,196,220
HC50P,50,6.07,9.59,15.8,23.2,30.3,43.1,66.7,80,90.2,102,126,173,200,245,274
HC60P,60,7.29,11.5,18.9,27.8,36.4,51.7,80,96,108,123,151,208,240,294,329
HC70P,70,8.5,13.4,22.1,32.4,42.4,60.3,93.3,112,126,143,176,242,280,343,384
HC80P,80,9.71,15.3,25.2,37.1,48.5,68.9,107,128,144,163,201,277,320,392,439
HC90P,90,10.9,17.3,28.4,41.7,54.6,77.6,120,144,162,184,226,311,360,441,494
HC100P,100,12.1,19.2,31.5,46.3,60.6,86.2,133,160,180,204,252,346,400,490,549
HC110P,110,13.4,21.1,34.7,51,66.7,94.8,147,176,198,225,277,381,440,539,604
HC120P,120,14.6,23,37.8,55.6,72.7,103,160,192,216,245,302,415,480,588,659
HC130P,130,15.7,25.1,41.1,60.3,78.9,112,171,201,226,255,307,412,469,558,586
HC145P,145,17.5,28,45.8,67.3,88,125,191,224,252,284,342,460,523,622,654
HC155P,155,18.7,29.9,49,71.9,94,134,204,240,269,304,366,491,559,665,699
HC170P,170,20.6,32.8,53.7,78.9,103,147,224,263,296,333,401,539,613,730,767
HC185P,185,22.4,35.7,58.4,85.8,112,160,244,286,322,362,437,586,667,794,834
HC210P,210,25.4,40.5,66.3,97.5,127,181,277,325,365,411,496,666,757,901,947
HB230P,230,27.8,44.3,72.7,107,140,198,303,356,400,450,543,729,829,987,1037
HB255P,255,30.8,49.2,80.6,118,155,220,336,394,443,499,602,808,919,1094,1150
HB270P,270,32.6,52.1,85.3,125,164,233,356,417,469,529,637,856,974,1159,1218
HB280P,280,33.9,54,88.5,130,170,242,369,433,487,548,661,888,1010,1202,1263
HB305P,305,36.9,58.8,96.4,142,185,263,402,471,530,597,720,967,1100,1309,1375
HB325P,325,39.3,62.7,103,151,197,280,428,502,565,636,767,1030,1172,1395,1466
HB345P,345,41.7,66.5,109,160,209,298,455,533,600,676,814,1094,1244,1481,1556
HB365P,365,44.1,70.4,115,169,221,315,481,564,635,715,862,1157,1316,1567,1646
HB385P,385,46.6,74.2,122,179,234,332,507,595,669,754,909,1220,1388,1652,1736
HB400P,400,48.4,77.1,126,186,243,345,527,618,695,783,944,1268,1442,1717,1804
HB420P,420,50.8,81,133,195,255,362,554,649,730,822,991,1331,1514,1803,1894
HB440P,440,53.2,84.8,139,204,267,380,580,680,765,862,1039,1395,1586,1888,1984
HB460P,460,55.6,88.7,145,213,279,397,606,711,800,901,1086,1458,1659,1974,2075
HB510P,510,61.7,98.3,161,237,309,440,672,788,887,999,1204,1617,1839,2189,2300
HB560P,560,67.7,108,177,260,340,483,738,866,974,1097,1322,1775,2019,2403,2525
HB600P,600,72.5,116,190,278,364,518,791,927,1043,1175,1416,1902,2163,2575,2706
HB615P,615,74.4,119,194,285,373,531,811,951,1069,1204,1452,1950,2217,2640,2774
HB640P,640,77.4,123,202,297,388,552,844,989,1113,1253,1511,2029,2308,2747,2886
HB655P,655,79.2,126,207,304,397,565,863,1012,1139,1283,1546,2076,2362,2811,2954
HB670P,670,81,129,212,311,407,578,883,1036,1165,1312,1582,2124,2416,2876,3022
HB705P,705,85.2,136,223,327,428,608,929,1090,1226,1381,1664,2235,2542,3026,3179
HB765P,765,92.5,148,242,355,464,660,1008,1182,1330,1498,1806,2425,2758,3283,3450
HB800P,800,96.7,154,253,371,485,690,1054,1237,1391,1567,1888,2536,2885,3434,3608
HB865P,865,105,167,273,401,525,746,1140,1337,1504,1694,2042,2742,3119,3713,3901
HB920P,920,111,177,291,427,558,794,1213,1422,1599,1802,2172,2916,3317,3949,4149
